label,latitude,longitude,altitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,node,utm_x,utm_y,,,,,,,,,,,,,,,,
1184,36.0830699,140.0794323,0,317.368035,2,2,0,0,1,-1,274.985412605051,7.32482249437095,,,,,,,,,,,,,,,,
1185,36.0830965,140.079402,0,275.017481,2,2,0,0,1,-1,272.2594890274,10.2859209492729,,,,,,,,,,,,,,,,
1186,36.0830997,140.0793569,0,281.834125,2,2,0,0,1,-1,268.202091230226,10.6421433200194,,,,,,,,,,,,,,,,
1187,36.0831071,140.0793132,0,275.988878,2,2,0,0,1,-1,264.270643697475,11.4659075520245,,,,,,,,,,,,,,,,
1188,36.083111,140.0792672,0,268.040512,2,2,0,0,1,-1,260.132277872989,11.900053565655,,,,,,,,,,,,,,,,
1189,36.0831098,140.0792238,0,274.685660,2,2,0,0,1,-1,256.22781968097,11.7664701767239,,,,,,,,,,,,,,,,
1190,36.0831129,140.079177,0,272.132480,2,2,0,0,1,-1,252.017482276083,12.111560598261,,,,,,,,,,,,,,,,
1191,36.0831142,140.0791338,0,281.551461,2,2,0,0,1,-1,248.131016980443,12.2562759364014,,,,,,,,,,,,,,,,
1192,36.0831216,140.079089,0,273.667551,2,2,0,0,1,-1,244.100608524002,13.0800401684066,,,,,,,,,,,,,,,,
1193,36.0831239,140.0790446,0,274.893847,2,2,0,0,1,-1,240.106185860317,13.3360749970593,,,,,,,,,,,,,,,,
1194,36.083127,140.0789998,0,261.265231,2,2,0,0,1,-1,236.075777403876,13.6811654185963,,,,,,,,,,,,,,,,
1195,36.0831214,140.0789547,0,270.624625,2,2,0,0,1,-1,232.018379606701,13.0577762699877,,,,,,,,,,,,,,,,
